,DISTTYPE,IMG,APP,ID,JOB_ID,TASKS_PER_NODE,START_OF_FILE,START_OF_APPLICATION,MAX_STARTUP,MAX_IMPORT,MAX_VISIT,MAX_MPI,MAX_TOTAL,END_OF_APPLICATION,END_OF_FILE,LUSTREBLOCK,SQUASHBLOCK,STRIPE_PATTERN,CLUSTER_NAME,CPUS_PER_NODE,NODECOUNT
555,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1542161255.733688746,12058,32(x1024),1542161255.764240148,1542161290.915931436,37.5166187286,20.3826789856,32.2925209999,7.47125077248,73.03951978680999,1542161370.338162121,1542161389.843758927,1m,1m,two,moon,32,1024
556,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541774944.814755227,11545,32(x1024),1541774944.844604716,1541774984.945328071,12.8382341862,4.73248791695,32.1784279346,7.31446385384,52.47909855838,1541775045.506558275,1541775072.548326254,1m,1m,two,moon,32,1024
557,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541703225.716936958,11223,32(x512),1541703225.747295765,1541703241.573242527,27.1670987606,16.2942569256,30.5419280529,7.2780649662,64.19801592828,1541703309.609266469,1541703319.288446430,1m,128k,two,moon,32,512
558,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541782757.073541524,11579,32(x128),1541782757.103835990,1541782761.219663118,35.5419831276,19.9885759354,32.7087738514,7.09744095802,72.41464924815,1541782837.603349156,1541782840.086181469,64k,1m,two,moon,32,128
559,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1542162655.547529564,12070,32(x1024),1542162655.578818218,1542162687.821331633,37.7947320938,20.7368512154,33.9883289337,7.24023294449,72.49436902995001,1542162767.624751777,1542162787.166042677,64k,1m,two,moon,32,1024
560,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541744176.062245384,11394,32,1541744176.092259632,1541744177.256497837,26.6296396255,14.8702838421,30.6302950382,6.39604687691,65.9589352608,1541744247.533870293,1541744248.249912657,1m,1m,one,moon,32,1
561,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541733750.006719653,11343,32(x512),1541733750.036554585,1541733766.116601980,25.4558508396,16.1211228371,31.5385160446,7.30527019501,62.55199480055,1541733833.458642095,1541733843.166069321,1m,128k,one,moon,32,512
562,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541749885.200050365,11425,32(x1024),1541749885.230696865,1541749925.291865571,12.7251944542,4.44668507576,32.3483350277,7.31635904312,52.896522521950004,1541749986.488993853,1541750013.854492189,1m,1m,one,moon,32,1024
563,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542171727.008794245,12138,32,1542171727.039958922,1542171727.355403385,2.69290065765,1.75536203384,29.1463439465,7.0233900547,40.53194594381,1542171768.406371739,1542171768.713936682,64k,128k,all,moon,32,1
564,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541751567.423199739,11431,32,1541751567.454372896,1541751567.771981048,2.62805128098,1.76255393028,29.4797739983,6.43492102623,40.035635232909996,1541751608.346130186,1541751608.657982338,1m,1m,one,moon,32,1
565,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541736063.830714431,11357,32(x128),1541736063.861365204,1541736068.941578836,6.81497883797,3.09508895874,30.6397068501,7.22210788727,45.057377576840004,1541736115.893339130,1541736119.367527839,1m,128k,one,moon,32,128
566,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542167889.063616075,12110,32(x512),1542167889.094679981,1542167893.129595795,2.76329803467,1.87708997726,29.723637104,7.31572389603,40.71466016772,1542167936.535498696,1542167940.618179890,64k,1m,all,moon,32,512
567,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541748802.916552941,11419,32(x128),1541748802.946905832,1541748808.056817131,13.1583790779,4.41565990448,32.0236849785,7.24017000198,53.190970897620005,1541748862.064043415,1541748865.542482639,1m,1m,one,moon,32,128
568,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542167242.300621655,12104,32(x128),1542167242.331647159,1542167243.379623042,2.75837922096,1.91376805305,29.7187941074,7.31990504265,40.88387131693,1542167285.265691267,1542167286.328867055,64k,1m,all,moon,32,128
569,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541837325.550439888,11828,32(x1024),1541837325.580362621,1541837357.625335213,25.6930162907,16.2958040237,30.0236008167,7.28394889832,61.280203342419995,1541837426.437557798,1541837445.751872486,64k,128k,all,moon,32,1024
570,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541832397.335277919,11800,32(x512),1541832397.366427277,1541832401.502281216,25.6048004627,2.18174004555,29.6270620823,7.40973901749,62.80586862573,1541832466.944934924,1541832471.005119193,64k,128k,two,moon,32,512
571,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541834380.591251340,11814,32,1541834380.622078900,1541834381.777797569,22.5525889397,14.5338718891,28.8310511112,6.39074087143,59.57642507555,1541834445.632865259,1541834446.339417235,64k,128k,all,moon,32,1
572,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541793693.278245167,11633,32,1541793693.307872911,1541793694.465806298,22.8456089497,8.22272610664,32.2862980366,6.45582604408,62.418652296130006,1541793762.452646736,1541793763.150126166,64k,1m,one,moon,32,1
573,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541791739.849060606,11619,32(x128),1541791739.880149840,1541791740.948160886,2.78168153763,2.13424110413,29.7797760963,7.21831703186,40.952536583,1541791782.914157980,1541791783.981541464,64k,1m,two,moon,32,128
574,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541793392.207281436,11631,32,1541793392.238006723,1541793393.419027700,27.8110673428,16.8156731129,29.5051820278,6.44488787651,67.30089545253,1541793464.692005591,1541793465.391678892,64k,1m,one,moon,32,1
575,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541832668.169806222,11802,32(x512),1541832668.201011560,1541832672.256537101,2.77360057831,2.01766610146,29.8128619194,7.28957390785,40.86529088019999,1541832715.494512043,1541832719.561502893,64k,128k,two,moon,32,512
576,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541834681.347781240,11816,32(x128),1541834681.378254150,1541834685.492470221,24.2190544605,15.9887199402,29.6233479977,7.13613200188,60.775645256029996,1541834750.121212874,1541834752.624598631,64k,128k,all,moon,32,128
577,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542168009.194001049,12112,32(x512),1542168009.224658900,1542168013.258865084,2.7769048214,2.00376415253,29.8720850945,7.33696985245,40.71025776863,1542168056.488111007,1542168060.571655918,64k,1m,all,moon,32,512
578,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541739128.635764930,11369,32(x1024),1541739128.665371736,1541739168.676356354,7.91686224937,3.08034014702,30.4640629292,7.30161690712,46.419272899620005,1541739221.870352993,1541739248.933958042,1m,128k,one,moon,32,1024
579,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542167363.099370050,12106,32(x128),1542167363.130437598,1542167364.178208787,2.76003575325,2.04064583778,29.6441450119,7.29994106293,40.41860270499,1542167406.230340757,1542167407.305480018,64k,1m,all,moon,32,128
580,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541750786.908717533,11427,32(x1024),1541750786.939027301,1541750830.005400517,55.6510455608,4.66250395775,32.2354550362,7.35531020164,96.14882206909,1541750930.190906404,1541750957.586063317,1m,1m,one,moon,32,1024
581,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541733389.532329337,11341,32(x512),1541733389.562894229,1541733405.641054263,26.4281857014,16.5120449066,31.4629712105,7.23060679436,63.32719540593,1541733473.721751193,1541733483.370136318,1m,128k,one,moon,32,512
582,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541735823.833182372,11355,32(x128),1541735823.862906415,1541735828.997101582,8.45080184937,3.0177719593,30.3070139885,7.20662307739,46.7677218914,1541735876.636274682,1541735880.111923985,1m,128k,one,moon,32,128
583,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541751807.711863604,11433,32,1541751807.742945227,1541751808.055123055,2.63710665703,1.74680685997,29.5143749714,6.58966088295,40.19221472741,1541751848.817555780,1541751849.130366313,1m,1m,one,moon,32,1
584,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541741351.772543589,11382,32(x512),1541741351.803866794,1541741355.843125114,2.78212857246,2.07660913467,30.796120882,7.21589183807,41.46824026109,1541741399.781665801,1541741403.835769616,1m,128k,one,moon,32,512
585,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541744476.966705950,11396,32(x128),1541744476.996682660,1541744481.104747903,36.2774612904,19.8571169376,32.1788988113,7.13944792747,72.98737406724,1541744557.919803874,1541744560.393834277,1m,1m,one,moon,32,128
586,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1542162280.229393754,12066,32(x1024),1542162280.259911295,1542162288.436994143,2.92023658752,2.47768807411,30.0485360622,7.38869810104,41.61863350869,1542162336.664653483,1542162344.740315951,1m,1m,two,moon,32,1024
587,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541776898.215697534,11553,32,1541776898.246820550,1541776898.564983190,2.68338799477,1.74435210228,29.1254251003,6.41141104698,39.866288900339995,1541776939.923530788,1541776940.230828956,1m,1m,two,moon,32,1
588,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541705268.385839293,11235,32(x128),1541705268.416243005,1541705273.426468459,6.64726686478,3.0178360939,30.278113842,7.20686817169,45.01189494129,1541705320.325265800,1541705323.757994546,1m,128k,two,moon,32,128
589,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541702834.504768973,11221,32(x512),1541702834.535018870,1541702850.428446590,53.13544631,19.3141751289,33.12718606,7.23104691505,89.89912104608999,1541702944.646694965,1541702954.251405280,1m,128k,two,moon,32,512
590,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541775876.701004155,11547,32(x1024),1541775876.731525907,1541775920.231392635,35.4820828438,4.53512501717,32.2312669754,7.33626508713,75.47743749613,1541776000.828088615,1541776027.902010108,1m,1m,two,moon,32,1024
591,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541786331.585692900,11590,32,1541786331.615176129,1541786333.160553925,37.1418662071,20.3797399998,34.6602249146,7.20408606529,72.94638323785,1541786385.211308305,1541786386.193220042,64k,1m,two,moon,32,1
592,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542166986.549787823,12099,32,1542166986.581039683,1542166986.894219443,2.56493282318,1.7512280941,29.0655970573,6.99896287918,39.99650096898,1542167027.456985900,1542167027.773367875,64k,1m,all,moon,32,1
593,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541783657.871388316,11584,32(x512),1541783657.901855405,1541783673.990803089,36.02693367,20.0050749779,32.2358880043,7.21440792084,71.81521749497,1541783751.327243213,1541783761.002550727,64k,1m,two,moon,32,512
594,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541827708.026434803,11779,32(x128),1541827708.056305157,1541827713.172783793,6.71066355705,2.95366692543,29.7955579758,7.19733119011,44.562655448920005,1541827759.092272809,1541827762.571806613,64k,128k,two,moon,32,128
595,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542152969.380861828,11989,32(x512),1542152969.411784575,1542152973.454958385,2.77472758293,2.43876194954,29.8291110992,7.29292011261,40.84568333622,1542153016.945104426,1542153021.018619271,1m,128k,two,moon,32,512
596,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541822298.447420611,11751,32,1541822298.477777858,1541822299.651482148,23.5225903988,15.3948910236,28.5259299278,6.95498609543,60.13144302372,1541822363.435574541,1541822364.155346862,64k,128k,two,moon,32,1
597,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542151661.646825932,11976,32(x512),1542151661.678146889,1542151677.998607254,29.2813668251,16.1970710754,30.2022709846,7.28534603119,64.92094421394,1542151747.111140082,1542151756.828558070,1m,128k,all,moon,32,512
598,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541831436.112967588,11792,32,1541831436.143377419,1541831436.463759284,2.61565971375,1.76537704468,29.5281531811,7.10464000702,40.21369481088,1541831477.211901943,1541831477.520223872,64k,128k,two,moon,32,1
599,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541830082.271312526,11787,32(x1024),1541830082.301648676,1541830125.634350475,8.38800883293,3.24062490463,29.8970739841,7.35188603401,45.063892841350004,1541830177.613137993,1541830204.930696148,64k,128k,two,moon,32,1024
600,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541831556.505097588,11793,32,1541831556.536393099,1541831556.847281901,2.62653017044,1.76010489464,29.0308558941,6.96100401878,40.303955555010006,1541831597.704344352,1541831598.015981110,64k,128k,two,moon,32,1
601,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542151767.084419694,11977,32(x1024),1542151767.115510564,1542151799.471831820,30.2635495663,17.1376178265,33.332752943,7.30027985573,66.08907532699,1542151871.618990972,1542151891.258881820,1m,128k,all,moon,32,1024
602,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541822147.814988237,11750,32,1541822147.844604029,1541822149.047561138,26.3267946243,14.5263090134,30.2026929855,6.40742993355,61.96570229528,1541822214.324031726,1541822215.017457348,64k,128k,two,moon,32,1
603,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542152908.839807071,11988,32(x512),1542152908.869935401,1542152912.933114986,2.79974770546,2.03570795059,29.759278059,7.26195192337,41.0673508644,1542152956.564984128,1542152960.625000762,1m,128k,two,moon,32,512
604,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541827587.494922826,11778,32(x128),1541827587.525443183,1541827592.637049151,7.92561101913,2.96422696114,30.163161993,7.21779108047,44.70207214353999,1541827638.671149559,1541827642.140990553,64k,128k,two,moon,32,128
605,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542166942.060193393,12098,32,1542166942.091399078,1542166942.401929254,2.64454579353,1.75251412392,29.5185730457,6.45990419388,40.18048501017,1542166983.115279322,1542166983.419843713,64k,1m,all,moon,32,1
606,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541786452.163981538,11591,32,1541786452.194049123,1541786453.625221071,11.285753727,3.04357409477,30.9079270363,6.47866010666,51.14783096322,1541786505.646553010,1541786506.614589012,64k,1m,two,moon,32,1
607,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541702654.652801374,11220,32(x512),1541702654.683048642,1541702672.247329236,26.3024330139,15.8975601196,30.3127810955,7.22729992867,63.66759991643,1541702740.375344607,1541702749.959922765,1m,128k,two,moon,32,512
608,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541776777.766750232,11552,32,1541776777.797920402,1541776778.118793127,2.65772628784,1.74730014801,29.4479999542,6.52487802505,40.011990547159996,1541776818.700806078,1541776819.009963764,1m,1m,two,moon,32,1
609,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541705147.885547710,11234,32,1541705147.915073037,1541705149.348586402,7.63634562492,2.75162601471,29.2489140034,6.42381191254,45.32014966015001,1541705195.570256759,1541705196.549961587,1m,128k,two,moon,32,1
610,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1542163302.342353998,12073,32(x1024),1542163302.372510038,1542163345.678587742,67.8619036674,4.46867489815,33.4642560482,7.30939388275,107.07259845742,1542163457.700599559,1542163484.837052550,64k,1m,two,moon,32,1024
611,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1542162355.227352879,12067,32(x1024),1542162355.257719431,1542162363.422626220,2.8609790802,2.50890898705,29.9940478802,7.32352995872,40.80275821682,1542162411.330937390,1542162419.635748809,1m,1m,two,moon,32,1024
612,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541744626.423257318,11397,32(x128),1541744626.453472692,1541744630.553033512,36.1826243401,20.4342968464,32.6143829823,7.10916304588,73.69431948658001,1541744706.912247100,1541744709.391470154,1m,1m,one,moon,32,128
613,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541735703.406684978,11354,32,1541735703.436442838,1541735704.891386233,6.20499610901,2.67575597763,29.1396689415,6.46348690987,43.735829591699996,1541735749.446248104,1541735750.435996903,1m,128k,one,moon,32,1
614,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541751688.092628866,11432,32,1541751688.123787579,1541751688.442003721,2.63695430756,1.75200891495,29.44480896,6.45893907547,40.16335606579,1541751729.136880741,1541751729.446213524,1m,1m,one,moon,32,1
615,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541733181.425341730,11340,32(x512),1541733181.455823657,1541733198.465073956,76.1644146442,16.428702116,30.8585739136,7.1500082016,113.21345973011,1541733316.536431926,1541733326.232985683,1m,128k,one,moon,32,512
616,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541738918.112719042,11368,32(x1024),1541738918.142805126,1541738958.282010383,12.1302137375,3.02951002121,31.2874100208,7.30132603645,50.80020570757999,1541739013.889998870,1541739040.989501867,1m,128k,one,moon,32,1024
617,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541834831.892680876,11817,32(x128),1541834831.923363195,1541834836.042327389,24.5444943905,16.0164861679,30.0321321487,7.11961889267,60.32301664359,1541834900.821659789,1541834903.335687457,64k,128k,all,moon,32,128
618,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541832788.640424348,11803,32(x512),1541832788.671686385,1541832792.722893616,2.79072093964,1.85275697708,29.7858579159,7.19989800453,40.56041193011,1541832835.866037273,1541832839.908299308,64k,128k,two,moon,32,512
619,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541793242.728026465,11630,32,1541793242.757728576,1541793244.035564140,28.2331576347,15.3937399387,31.3447189331,6.42548489571,68.37317776681,1541793315.809443268,1541793316.506481884,64k,1m,one,moon,32,1
620,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541792370.401417829,11624,32(x512),1541792370.432670344,1541792374.493538939,2.78287410736,2.10006284714,29.8429720402,7.22408890724,40.80530023571,1541792417.550164247,1541792421.584817912,64k,1m,two,moon,32,512
621,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541791619.712023096,11618,32(x128),1541791619.743368076,1541791620.822343431,2.75479507446,1.94947290421,29.8412380219,7.28501105309,40.789508342779996,1541791662.667622482,1541791663.736618135,64k,1m,two,moon,32,128
622,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541791860.007938018,11620,32(x512),1541791860.038286069,1541791864.141709761,34.5413930416,1.96030807495,29.7347009182,7.29609799385,71.46087598804,1541791938.275883622,1541791942.352644019,64k,1m,two,moon,32,512
623,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541793845.207347061,11634,32,1541793845.236963225,1541793846.433802975,27.6036558151,17.1713471413,31.3403711319,6.44947481155,65.97706508642,1541793917.172267561,1541793917.868552889,64k,1m,one,moon,32,1
624,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541789727.469391676,11608,32(x1024),1541789727.499801203,1541789770.586133595,14.7271542549,4.52908110619,32.2636499405,7.51716685295,53.9767093658,1541789830.703871835,1541789857.793069991,64k,1m,two,moon,32,1024
625,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541834230.247573844,11813,32,1541834230.278027439,1541834231.436181036,19.8452951908,13.8170511723,30.2334179878,6.99230194092,57.28335213662,1541834293.035333841,1541834293.729887939,64k,128k,all,moon,32,1
626,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541733930.861345858,11344,32(x512),1541733930.891930163,1541733946.970701521,25.8213095665,16.7776582241,30.8050119877,7.26045680046,62.95223331453,1541734015.209674918,1541734024.871402192,1m,128k,one,moon,32,512
627,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541749343.687285555,11422,32(x512),1541749343.716990723,1541749363.751001148,12.4380712509,4.64310503006,32.1245150566,7.32043099403,52.61545014376001,1541749419.014558374,1541749432.549907129,1m,1m,one,moon,32,512
628,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541752169.122535696,11436,32(x128),1541752169.153816663,1541752170.216652862,2.76218390465,2.06059002876,29.9529399872,7.41007208824,40.94881892201,1541752212.363487903,1541752213.435596478,1m,1m,one,moon,32,128
629,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541735222.703372846,11350,32,1541735222.733385995,1541735224.192803620,6.06063127518,2.6632399559,29.2588560581,6.39192295074,44.10586118701,1541735269.041521187,1541735270.022170162,1m,128k,one,moon,32,1
630,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541740299.990709123,11378,32(x128),1541740300.021720812,1541740301.090634523,2.75744247437,2.27622795105,30.0917699337,7.18265199661,40.79856848716,1541740343.447873683,1541740344.509943095,1m,128k,one,moon,32,128
631,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542167182.779789274,12103,32(x128),1542167182.810955069,1542167183.860209796,2.7558825016,1.98519611359,29.6331450939,7.20245313644,41.01449871066,1542167225.756134661,1542167226.827287599,64k,1m,all,moon,32,128
632,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541744025.648280201,11393,32,1541744025.677915952,1541744026.860169766,32.5780904293,17.7461178303,28.3372809887,6.73117685318,69.0917410851,1541744100.955202305,1541744101.660053624,1m,1m,one,moon,32,1
633,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541704667.828609118,11230,32,1541704667.858647276,1541704669.281246766,6.48519968987,2.67103505135,28.9394760132,6.44874501228,43.88104343415,1541704713.921195561,1541704714.887031832,1m,128k,two,moon,32,1
634,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541777288.807656817,11556,32(x128),1541777288.839079534,1541777289.904372151,2.74449515343,1.87610602379,29.7906460762,7.2574660778,40.707199096640004,1541777331.783884351,1541777332.860858294,1m,1m,two,moon,32,128
635,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541773864.442311233,11542,32(x512),1541773864.471568059,1541773884.559578712,12.45414114,4.40842103958,31.7672758102,7.25309085846,52.4961831569,1541773939.618165578,1541773953.208883450,1m,1m,two,moon,32,512
636,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541703405.793750100,11224,32(x512),1541703405.824017131,1541703421.630704300,25.80747962,16.3717138767,31.3389351368,7.23192000389,62.69972395894,1541703488.614032236,1541703498.192285812,1m,128k,two,moon,32,512
637,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1542162054.358807698,12063,32(x512),1542162054.390116665,1542162058.469125291,2.78109240532,1.90522408485,29.7918059826,7.28692984581,40.585207700699996,1542162101.818951504,1542162105.900095539,1m,1m,two,moon,32,512
638,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1542164008.975888862,12077,32(x1024),1542164009.006434620,1542164017.043223158,2.90847635269,2.26455807686,29.8775949478,7.32103013992,40.649613618850005,1542164065.135397161,1542164073.223759835,64k,1m,two,moon,32,1024
