,DISTTYPE,IMG,APP,ID,JOB_ID,TASKS_PER_NODE,START_OF_FILE,START_OF_APPLICATION,MAX_STARTUP,MAX_IMPORT,MAX_VISIT,MAX_MPI,MAX_TOTAL,END_OF_APPLICATION,END_OF_FILE,LUSTREBLOCK,SQUASHBLOCK,STRIPE_PATTERN,CLUSTER_NAME,CPUS_PER_NODE,NODECOUNT
159,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541824010.702660762,11762,32(x512),1541824010.732107809,1541824026.836059803,25.7125880718,16.5305769444,30.0514519215,7.33316707611,61.03364515308,1541824092.471694570,1541824102.140031247,64k,128k,two,moon,32,512
160,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541827347.615995247,11776,32(x128),1541827347.646249423,1541827352.769467838,7.80156302452,2.96617102623,29.9662032127,7.2229180336,46.00990390781,1541827399.787062560,1541827403.269413651,64k,128k,two,moon,32,128
161,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542152789.155130981,11986,32(x128),1542152789.186086531,1542152790.259322091,2.76550340652,1.98899483681,29.8855609894,7.22115087509,41.13376355175,1542152832.345525224,1542152833.398462706,1m,128k,two,moon,32,128
162,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542151962.351690703,11979,32(x128),1542151962.382894390,1542151966.484539319,24.1912505627,15.9981780052,29.6684420109,7.1705019474,60.4159679413,1542152031.761350917,1542152034.240493992,1m,128k,two,moon,32,128
163,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542149300.275324125,11951,32,1542149300.305186203,1542149300.625610198,2.59636735916,1.76096105576,29.2673969269,7.01725387573,39.95786714554,1542149342.063110279,1542149342.373826109,1m,128k,two,moon,32,1
164,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542149164.879968041,11950,32(x1024),1542149164.909301119,1542149208.482832013,7.01737642288,3.08050608635,30.0361659527,7.3642950058,45.23524928091,1542149260.860868244,1542149288.054196313,1m,128k,two,moon,32,1024
165,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541830292.977981739,11788,32(x1024),1541830293.008289414,1541830333.353623115,7.14147949219,3.02776098251,30.0963339806,7.34355688095,44.95333528522,1541830385.317897891,1541830412.410525788,64k,128k,two,moon,32,1024
166,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542151901.560090215,11978,32(x128),1542151901.591219090,1542151906.691369662,6.53331017494,2.979418993,29.8790040016,7.26409387589,44.77381300927,1542151953.191220805,1542151956.675578455,1m,128k,all,moon,32,128
167,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542153691.011044760,11993,32(x1024),1542153691.041476026,1542153699.232537741,2.88794517517,2.36835312843,29.9264879227,7.53547310829,40.631899118389995,1542153747.456807419,1542153755.758807924,1m,128k,two,moon,32,1024
168,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542152849.511642358,11987,32(x128),1542152849.542346440,1542152850.594219348,2.75097608566,2.27848505974,29.6820321083,7.27856492996,40.72694015508,1542152892.635423192,1542152893.688565809,1m,128k,two,moon,32,128
169,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541827468.036329508,11777,32(x128),1541827468.066787762,1541827473.186113422,6.61371397972,2.93687200546,30.2259681225,7.20955109596,44.63123822213,1541827519.245912784,1541827522.746383388,64k,128k,two,moon,32,128
170,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541824191.132754396,11763,32(x512),1541824191.163147342,1541824207.254526990,26.9987130165,16.6108729839,30.5902431011,7.42665410042,62.284667253470005,1541824274.383104139,1541824284.075158637,64k,128k,two,moon,32,512
171,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1542164745.894280652,12083,32(x512),1542164745.924609200,1542164762.198607317,89.8576154709,20.6522331238,32.0319929123,7.19319915771,125.42606377601,1542164892.224528144,1542164901.896989461,64k,1m,one,moon,32,512
172,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542166881.454313824,12097,32,1542166881.485501057,1542166881.801909040,12.3691542149,1.86819505692,29.6047000885,6.47496509552,50.24141645428,1542166932.778322814,1542166933.091474410,64k,1m,all,moon,32,1
173,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541776327.004718621,11549,32(x1024),1541776327.035188768,1541776367.034556241,12.8427975178,4.50183701515,32.6047339439,7.25301218033,53.03467082975,1541776427.873698098,1541776454.885647441,1m,1m,two,moon,32,1024
174,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1542159044.933544629,12040,32(x1024),1542159044.964054364,1542159077.271024033,40.7779273987,20.8344950676,31.8416330814,7.30527877808,76.2513871193,1542159161.145553057,1542159180.373857932,1m,1m,all,moon,32,1024
175,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1542160383.101158300,12054,32(x1024),1542160383.132410064,1542160391.124356916,2.98190140724,2.31850886345,29.6897490025,7.33608102798,40.467052221340005,1542160439.525699833,1542160447.615639460,1m,1m,all,moon,32,1024
176,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541782156.099757616,11575,32(x128),1541782156.129498415,1541782160.284387643,41.4018175602,19.762360096,31.8792159557,7.22209596634,76.61736750601999,1541782240.564335707,1541782243.052305702,64k,1m,two,moon,32,128
177,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541701061.662903931,11213,32,1541701061.693658457,1541701062.856049413,22.5048758984,13.4163529873,29.3973879814,6.46928906441,60.052506923610004,1541701125.599155111,1541701126.298814404,1m,128k,two,moon,32,1
178,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541778520.410721946,11561,32(x512),1541778520.441179441,1541778524.506185915,2.76502275467,2.07473397255,29.6665139198,7.3247089386,40.46886634826,1541778568.177949362,1541778572.244196553,1m,1m,two,moon,32,512
179,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1542162430.048584775,12068,32(x1024),1542162430.079042806,1542162438.097538905,3.82530736923,2.64454007149,29.7666912079,7.37342190742,40.88874268527,1542162486.461728177,1542162494.538941588,1m,1m,two,moon,32,1024
180,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541744776.923571731,11398,32(x128),1541744776.953936838,1541744781.075366402,37.2204530239,19.9882729053,32.1931638718,7.16833496094,74.48141884799,1541744859.844699545,1541744862.332715416,1m,1m,one,moon,32,128
181,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1542171396.444419820,12134,32(x1024),1542171396.475551229,1542171404.649268480,2.93010663986,2.30465197563,29.8483231068,7.34473896027,40.74527144431,1542171452.588316422,1542171460.886080762,64k,128k,two,moon,32,1024
182,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541751237.232809045,11429,32(x1024),1541751237.263362035,1541751277.412062849,13.8674662113,4.57119083405,32.3130848408,7.31103801727,53.1381902695,1541751338.897341104,1541751365.982500449,1m,1m,one,moon,32,1024
183,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542167768.972081422,12108,32(x512),1542167769.002101536,1542167773.075001011,2.77413630486,2.21542596817,29.7168848515,7.26221299171,40.766253471419994,1542167816.483337076,1542167820.572989468,64k,1m,all,moon,32,512
184,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541738647.541999177,11367,32(x1024),1541738647.572297149,1541738691.323212341,61.9418823719,5.7406680584,32.7661881447,7.40096902847,101.01366710661999,1541738797.463900463,1541738824.987155882,1m,128k,one,moon,32,1024
185,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541739698.760369638,11373,32,1541739698.791378628,1541739699.107986859,2.65798354149,1.74265098572,29.2808320522,6.54355597496,40.01233148576,1541739740.616250610,1541739740.930118381,1m,128k,one,moon,32,1
186,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541748202.202691002,11415,32(x128),1541748202.232219111,1541748207.339920090,12.2925524712,4.41790699959,32.4896988869,7.2110490799,52.35187101366,1541748261.624708949,1541748265.093276351,1m,1m,one,moon,32,128
187,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541837745.656157777,11830,32,1541837745.685991288,1541837747.137539734,9.7106192112,3.01433396339,29.5282790661,7.20352077484,48.017617464080004,1541837795.873930229,1541837796.871573745,64k,128k,all,moon,32,1
188,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541834981.388481488,11818,32(x128),1541834981.418982784,1541834985.531419712,26.1704950333,16.0410420895,29.7982411385,7.2171189785,61.68332910545,1541835050.228166943,1541835052.727718422,64k,128k,all,moon,32,128
189,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541788225.180706758,11603,32(x512),1541788225.209931347,1541788245.209723322,12.5358521938,4.60864210129,31.8046350479,7.37384390831,52.461544990449994,1541788300.765301868,1541788314.360827213,64k,1m,two,moon,32,512
190,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541791499.211255558,11617,32(x128),1541791499.241668906,1541791500.324283860,2.76021385193,2.17989206314,29.7321391106,7.3178999424,40.97174978258,1541791542.331729582,1541791543.391519281,64k,1m,two,moon,32,128
191,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542136071.144020639,11894,32,1542136071.173725841,1542136072.627196611,6.08694767952,2.68163895607,29.2863669395,7.13532185555,44.105876684200005,1542136118.388129835,1542136119.373194905,64k,128k,one,moon,32,1
192,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541799612.664809756,11658,32(x128),1541799612.694151078,1541799617.805230960,12.2937636375,4.28644609451,31.633646965,7.2556219101,52.12401175501,1541799671.430025763,1541799674.905130227,64k,1m,one,moon,32,128
193,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542132976.115769209,11880,32(x512),1542132976.146171983,1542132993.181183093,78.081943512,16.3114278316,30.1494469643,7.2335999012,113.12989354129,1542133110.858562583,1542133120.537287482,64k,128k,one,moon,32,512
194,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541802406.696468011,11670,32,1541802406.726664636,1541802407.044598159,11.285027504,1.86132907867,29.5917580128,6.44222998619,48.95412850386,1541802456.687848059,1541802456.993087608,64k,1m,one,moon,32,1
195,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541800664.056095648,11664,32(x512),1541800664.086314922,1541800684.088806819,12.6388156414,4.44341802597,31.6396820545,7.2277469635,52.015848398230006,1541800738.966619384,1541800752.536815197,64k,1m,one,moon,32,512
196,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542123061.428710630,11843,32(x512),1542123061.458041864,1542123083.686901607,9.13844275475,3.10928010941,30.0983519554,7.43785214424,46.97014880179,1542123133.953444931,1542123147.621202952,64k,128k,all,moon,32,512
197,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542172208.939524593,12147,32(x512),1542172208.970012231,1542172213.042321087,6.09819030762,2.1350851059,29.7808120251,7.2577149868,43.32811522484,1542172258.950202357,1542172263.018610286,64k,128k,all,moon,32,512
198,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541760340.488562083,11472,32,1541760340.518866218,1541760341.970310645,11.9255053997,3.56864309311,30.7550520897,6.44086718559,51.37737822537,1541760395.202924063,1541760396.185043644,1m,1m,all,moon,32,1
199,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541758779.201106512,11466,32(x1024),1541758779.231611395,1541758814.363429031,36.9414820671,20.3506810665,34.9213249683,7.27749300003,73.18208909037,1541758894.630576974,1541758914.124183820,1m,1m,all,moon,32,1024
200,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541721582.787452366,11300,32(x512),1541721582.817520698,1541721602.934641366,9.43951797485,3.11202001572,30.6651699543,7.33085584641,48.1445631981,1541721655.203254795,1541721668.826120349,1m,128k,all,moon,32,512
201,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1542158172.318551345,12033,32(x1024),1542158172.349383307,1542158212.460596187,55.9269251823,4.70725893974,31.9163060188,7.39782190323,94.28284001354001,1542158311.727587842,1542158339.177047742,1m,1m,one,moon,32,1024
202,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541708332.987867560,11248,32(x1024),1541708333.028866590,1541708372.450966122,8.86689710617,3.06620001793,30.3360741138,7.3008658886,46.421370267899995,1541708425.767520532,1541708452.537725678,1m,128k,two,moon,32,1024
203,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541767943.705953039,11512,32,1541767943.736117363,1541767944.917755993,30.0185892582,15.4366540909,27.8516800404,6.89562988281,66.14406490331,1541768013.997434450,1541768014.671314573,1m,1m,two,moon,32,1
204,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541716024.455428769,11274,32,1541716024.485262939,1541716025.638699612,21.2711229324,8.34742307663,26.9297389984,6.58627891541,56.40627694127,1541716085.494453514,1541716086.194821037,1m,128k,all,moon,32,1
205,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541808265.417100460,11704,32(x512),1541808265.447682163,1541808281.563813179,35.9575438499,20.2086741924,31.8388538361,7.24091696739,71.4932696819,1541808359.249560140,1541808368.909309778,64k,1m,all,moon,32,512
206,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541809978.398635506,11710,32,1541809978.428666560,1541809979.995115484,15.7140767574,3.39191198349,31.2817850113,6.44779515266,55.67564773564,1541810036.214231389,1541810037.180891139,64k,1m,all,moon,32,1
207,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542140788.006135843,11923,32(x512),1542140788.036650052,1542140792.090167751,2.77459979057,2.08450603485,30.0024411678,7.25170683861,41.285373687779995,1542140835.729683770,1542140839.822189127,64k,128k,one,moon,32,512
208,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541810098.848648003,11711,32,1541810098.878994365,1541810100.321379700,10.877010107,3.07153105736,31.2346558571,6.4632730484,50.86023783682,1541810151.960335792,1541810152.935963984,64k,1m,all,moon,32,1
209,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541808446.378764712,11705,32(x1024),1541808446.408757111,1541808478.856979745,39.6491429806,20.1683039665,32.0547418594,7.22619390488,75.30235409735,1541808562.768027682,1541808582.192486237,64k,1m,all,moon,32,1024
210,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541768094.246228757,11513,32,1541768094.276880468,1541768095.429678460,33.2227640152,20.045541048,28.4369931221,6.42573022842,69.84596109390999,1541768169.910169888,1541768170.615312047,1m,1m,two,moon,32,1
211,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541716174.866066803,11275,32(x128),1541716174.896364190,1541716179.364664095,29.3451063633,16.2958118916,30.8033840656,7.37077212334,67.10685944556,1541716249.720751613,1541716252.201296457,1m,128k,all,moon,32,128
212,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1542158006.860605058,12032,32(x512),1542158006.891522985,1542158023.105093637,89.4036545753,20.0276119709,31.8059840202,7.29807901382,124.60177063945001,1542158153.330092404,1542158163.005453970,1m,1m,one,moon,32,512
213,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541764338.723770033,11498,32(x128),1541764338.754466520,1541764339.810634320,2.76012611389,1.87522315979,31.2538318634,7.21217608452,41.13008713721,1541764381.871953246,1541764382.949102175,1m,1m,all,moon,32,128
214,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542207762.502789388,12185,32(x1024),1542207762.533361174,1542207770.747525444,2.92436766624,2.29056215286,30.1923849583,7.35278010368,40.76616454122,1542207818.739422585,1542207827.035644134,64k,128k,all,moon,32,1024
215,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541758988.696729243,11467,32(x1024),1541758988.726360682,1541759020.809092993,36.5174362659,20.5245950222,34.9151470661,7.21635580063,72.41132402423,1541759101.344730363,1541759120.572693615,1m,1m,all,moon,32,1024
216,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541721732.856976429,11301,32(x512),1541721732.887271273,1541721753.264368610,6.76717400551,3.03447294235,30.469479084,7.23861813545,44.974806070330004,1541721801.114952538,1541721814.746952435,1m,128k,all,moon,32,512
217,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541760461.020860447,11473,32,1541760461.050215667,1541760462.497410607,10.8632006645,2.97948408127,30.6820619106,6.4575240612,50.19172334669,1541760513.478468840,1541760514.417933028,1m,1m,all,moon,32,1
218,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542172148.777985392,12146,32(x128),1542172148.808387711,1542172149.850868916,2.78081440926,1.92835593224,29.7791659832,7.28262209892,40.77320051197,1542172191.842761805,1542172192.918415493,64k,128k,all,moon,32,128
219,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541800844.694342956,11665,32(x1024),1541800844.724480192,1541800886.685179809,55.4415280819,4.65023207664,32.0662651062,7.33182406425,93.99417495723002,1541800986.103704397,1541801013.177503237,64k,1m,one,moon,32,1024
220,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541802527.229576041,11671,32,1541802527.260887821,1541802527.578058314,2.63961744308,1.75086307526,29.6366040707,6.43243002892,40.14262032512,1541802568.300719874,1541802568.609974204,64k,1m,one,moon,32,1
221,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542133186.782445908,11881,32(x512),1542133186.812713209,1542133202.955918543,25.6284198761,16.1840288639,30.0627698898,7.2181289196,61.14460587503,1542133269.564594503,1542133279.299497713,64k,128k,one,moon,32,512
222,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541799762.198034458,11659,32(x128),1541799762.227409917,1541799767.321865377,12.4538762569,4.31350207329,31.9717810154,7.2092320919,51.775044918039995,1541799821.085142502,1541799824.567565226,64k,1m,one,moon,32,128
223,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542136191.505816894,11895,32(x128),1542136191.535360336,1542136196.716954105,16.5484089851,2.97319793701,30.0794289112,7.25252389908,54.15154623989,1542136253.195639881,1542136256.681491487,64k,128k,one,moon,32,128
224,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542133547.333826215,11883,32(x512),1542133547.364024391,1542133563.599903504,25.8113849163,16.1941740513,30.7882399559,7.1628267765,62.00071716305,1542133630.160047674,1542133639.859507690,64k,128k,one,moon,32,512
225,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542136461.561608724,11897,32(x128),1542136461.592057182,1542136466.737576407,6.59244227409,2.89240098,30.2488658428,7.2009871006,44.7902648449,1542136512.950040992,1542136516.432213966,64k,128k,one,moon,32,128
226,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541801776.181749920,11667,32(x1024),1541801776.211951058,1541801819.110687351,13.872179985,4.54882907867,31.5507309437,7.30791115761,52.623394727770005,1541801879.161645320,1541801906.269807937,64k,1m,one,moon,32,1024
227,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541802767.943915238,11673,32,1541802767.974077246,1541802768.288379934,2.64333796501,1.74469089508,29.2947700024,6.4137711525,40.07431602481999,1541802808.882062696,1541802809.195272160,64k,1m,one,moon,32,1
228,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541838947.367285553,11840,32(x512),1541838947.396651798,1541838968.240788052,6.83820080757,3.02091693878,30.0902910233,7.30856609344,44.619253158549995,1541839015.516920823,1541839029.174892376,64k,128k,all,moon,32,512
229,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541806733.275680769,11698,32(x128),1541806733.306323729,1541806737.409620988,36.4032678604,19.9147558212,31.9954900742,7.19098901749,71.49457669253,1541806812.742758734,1541806815.227484261,64k,1m,all,moon,32,128
230,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541757036.095040927,11459,32(x128),1541757036.125595088,1541757040.226625721,36.0882062912,19.4741408825,31.7895469666,7.22756290436,73.12685418126999,1541757116.786945065,1541757119.286376228,1m,1m,all,moon,32,128
231,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542172388.480963810,12150,32(x512),1542172388.511322265,1542172392.554333849,2.78031611443,1.94201397896,29.689027071,7.30202198029,40.5899851322,1542172435.761277957,1542172439.846930592,64k,128k,all,moon,32,512
232,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542172028.322040268,12144,32(x128),1542172028.353131583,1542172029.395089275,2.76015686989,2.19005608559,29.9019200802,7.24996304512,40.75201106067,1542172071.430969608,1542172072.506494732,64k,128k,all,moon,32,128
233,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541722033.610108447,11303,32(x512),1541722033.639661967,1541722053.675277513,6.88095784187,3.0899438858,30.4390690327,7.24491000175,45.56095886228,1541722101.868545578,1541722115.495368018,1m,128k,all,moon,32,512
234,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541760221.077487802,11471,32,1541760221.107665685,1541760222.535806978,11.4542307854,3.45941591263,30.8791589737,6.43740391731,51.134953022,1541760274.560127328,1541760275.508620042,1m,1m,all,moon,32,1
235,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1542157134.891819209,12024,32(x512),1542157134.922112501,1542157138.970974368,2.7877137661,2.14393520355,29.8296630383,7.23706293106,40.58776307107,1542157182.370999360,1542157186.425888621,1m,128k,one,moon,32,512
236,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541773351.767431753,11539,32(x128),1541773351.796641548,1541773356.893463582,12.2531590462,4.65399909019,32.2839851379,7.2255089283,52.20019292829,1541773410.752166338,1541773414.212077622,1m,1m,two,moon,32,128
237,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541716475.743774168,11277,32(x128),1541716475.774366253,1541716479.870301292,25.4126343727,15.7204298973,30.7396130562,7.19140100479,61.97715663909,1541716545.149064546,1541716547.629643127,1m,128k,all,moon,32,128
238,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541767793.452492911,11511,32,1541767793.483239227,1541767794.635571619,27.9304633141,15.8885319233,31.1894669533,6.43131303787,67.75955414778,1541767865.401536224,1541767866.096079591,1m,1m,two,moon,32,1
239,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541766892.472664049,11505,32(x1024),1541766892.503957396,1541766900.772705419,3.02110362053,2.48645305634,31.313601017,7.31867909431,41.589113712359996,1541766950.153634563,1541766958.370256250,1m,1m,all,moon,32,1024
240,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541719990.284588401,11288,32(x1024),1541719990.314898192,1541720022.308882819,26.2483410835,16.4861478806,35.0611789227,7.35790610313,62.765560150110005,1541720092.311650015,1541720111.652915937,1m,128k,all,moon,32,1024
241,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541810338.652407594,11713,32,1541810338.682756961,1541810340.125700944,11.5555977821,3.32608604431,31.2681720257,6.46352314949,51.310035705599994,1541810393.134603347,1541810394.109226218,64k,1m,all,moon,32,1
